log outdegree,log S,log Sinter,log indegree,log input purchases
-7.31422648660118,-0.595243757554719,-1.09883295010651,-7.5154152604983,-1.08479198287342
-8.69596569420958,1.36541274368704,0.135919730957007,-6.65201692699798,0.875864518368331
-6.83689447213049,0.0278056136256894,-0.321032700580935,-7.23735269973254,-0.461742611693016
-6.06497410316684,0.779813097589749,0.595813610397639,-6.90628546608245,0.290264872271044
-7.92049925079803,-2.03757447463094,-2.8080621358059,-8.17172680528248,-2.52712269994965
-6.85111201364985,0.416098459060392,0.0632980287196965,-7.06577882411203,-0.0734497662583135
-7.80596306033369,-1.21568115735632,-1.92944573849572,-7.79561419106321,-1.70522938267503
-7.33668910013464,1.21415769682316,0.702127906514042,-6.71739030390177,0.724609471504458
-7.85039207245229,-0.477972690291574,-1.21339014285358,-7.46282150266132,-0.96752091561028
-9.88501466351115,-1.40851794588073,-3.54707533778743,-7.88336042926311,-1.89806617119944
-8.46639353758803,-2.8611796462136,-3.94173319192788,-8.55409206011142,-3.3507278715323
-10.41398391808,-1.49695713712855,-4.09153170279778,-7.92370591311913,-1.98650536244726
-7.7992278175791,-3.32902354520496,-4.03954454315162,-8.77366215951896,-3.81857177052367
-9.14154136875881,0.107848488262283,-1.43819163281869,-7.20187520434619,-0.381699737056422
-8.70910935727442,-1.83364713421898,-3.07197571302531,-8.07789045210669,-2.32319535953769
-10.5411991653128,-3.04343125344958,-5.75070148218699,-8.63942560523546,-3.53297947876829
-4.76633126632604,1.77392242165193,1.7156774995229,-6.47652216202364,1.28437419633322
-7.02360429058272,-1.46253825467522,-1.86647282569088,-7.90799672950149,-1.95208647999393
-8.44718838145706,1.69471677098086,0.626147822817595,-6.51042568645986,1.20516854566216
-10.4614699465084,1.19937398434447,-1.4371489551261,-6.72379131671063,0.709825759025762
-7.98000246771401,-0.855657191589687,-1.65677512835104,-7.63262542351096,-1.34520541690839
-8.8174963348244,-0.0864839904322877,-1.39889043895232,-7.28810647696205,-0.576032215750994
-9.99015245199933,1.14538088753879,-1.08196429732504,-6.74718597561531,0.655832662220083
-8.31709933158875,3.21771186659187,2.22831477651796,-5.86907462907367,2.72816364127317
-6.49968419284908,-1.79275732844401,-2.05812600652367,-8.05911669176163,-2.28230555376271
-4.74826101884965,3.85976369538749,3.80246359447512,-5.60558412532514,3.37021547006878
-9.09732773793603,-2.72646885676666,-4.23962075013995,-8.49118456974128,-3.21601708208537
-9.34053750290912,1.04085315264635,-0.656822965244822,-6.7925529063733,0.551304927327644
-7.95163740812737,-3.25277950508685,-4.0391973321867,-8.73776382359688,-3.74232773040555
-7.44409500502098,-0.0231080605198665,-0.577007372784938,-7.2599482522694,-0.512656285838572
-10.8009007705738,-0.839173308261691,-3.77936600558489,-7.62518910595394,-1.3287215335804
-8.1463071337369,-0.346250633178731,-1.23715247544322,-7.40388789198606,-0.835798858497437
-9.52421395645189,-1.30083337174345,-3.14331438889042,-7.83432276203593,-1.79038159706215
-6.14981332311679,2.36266119362857,2.16482662024857,-6.22637704191569,1.87311296830986
-8.20189287430767,1.18503786264638,0.262770888633414,-6.730000325019,0.695489637327672
-7.78660298678081,2.13848666158329,1.43401855980757,-6.32123364687105,1.64893843626458
-8.02252514860315,-1.40284922273952,-2.22634094454449,-7.880776570728,-1.89239744805823
-10.9367735699643,0.202099673296349,-2.86128690741713,-7.16017274815719,-0.287448552022357
-9.88481752290343,-1.39879563976819,-3.53718752495019,-7.87892911317463,-1.88834386508689
-7.06060799067128,-0.11304830434724,-0.528709600167793,-7.29991967775629,-0.602596529665946
-7.67477636219329,1.59268224931067,0.940260227997705,-6.5541891467213,1.10313402399196
-5.69416560082684,2.85406966664327,2.72068433457638,-6.02015040980176,2.36452144132457
-7.25527094808724,0.611810518383413,0.129861647050316,-6.97980853634918,0.122262293064707
-8.3392536552685,0.590623770231544,-0.412006705711511,-6.98909859691404,0.101075544912839
-4.59904804575255,4.23346554880715,4.18341366939793,-5.45416888263477,3.74391732348844
-8.04189032210706,-1.10815286719747,-1.94196709943932,-7.74682035069645,-1.59770109251618
-7.65962819109535,-2.34763177740936,-2.99321996400948,-8.31504062452765,-2.83718000272807
-8.24777905798802,-2.17575872592324,-3.1244225483131,-8.23550264559434,-2.66530695124194
-10.5928527826294,-1.39950241746797,-4.15280832700263,-7.87925124124939,-1.88905064278667
-5.35594266723148,1.48853093505939,1.38961226341185,-6.59896192587849,0.998982709740681
-8.91139032274699,-2.8043979415399,-4.18268244274869,-8.52755871811167,-3.2939461668586
-8.79974151646798,-1.47536238570247,-2.77548747184139,-7.91384850750625,-1.96491061102117
-5.67954577742763,0.7834293570484,0.651743663405068,-6.90470594930772,0.293881131729694
-8.75550613141198,-0.774758226826825,-2.0445331225359,-7.59615160232084,-1.26430645214553
-3.73352514517137,4.24238975440427,4.21964785618773,-5.45057094956763,3.75284152908556
-8.25002891732776,-0.201059707970009,-1.15102936383463,-7.33910205485141,-0.690607933288715
-9.19527781665454,-0.963939937996703,-2.55035526362632,-7.68153212516045,-1.45348816331541
-6.21099545928357,0.118921115679452,-0.0894716734951606,-7.19697248827085,-0.370627109639253
-8.20417187168133,-1.66387348960836,-2.58744088696039,-8.00002783046957,-2.15342171492706
-8.80310547313807,-0.0884269924146297,-1.39087458488144,-7.28897031697257,-0.577975217733335
-7.81580229353879,-0.600856166541443,-1.31937766367632,-7.51793520583808,-1.09040439186015
-4.65297380426135,2.28634791407006,2.23378678546884,-6.25861440342622,1.79679968875135
-9.09710173793386,-1.70267048382491,-3.21565500290245,-8.01780039094611,-2.19221870914361
-7.88553460917812,0.53859255660594,-0.214266404437021,-7.01193066731252,0.0490443312872337
-7.02198311971415,1.52003622999706,1.11660937052675,-6.58540715722836,1.03048800467835
-9.24544529632636,-1.00846027099104,-2.63295806539442,-7.70166875958553,-1.49800849630974
-8.52272772533723,-0.091887183106044,-1.20802540783888,-7.29050875883354,-0.58143540842475
-10.1477866057717,-0.101216859272561,-2.46351392581419,-7.29465743337734,-0.590765084591267
-5.57948903076536,1.95553858345341,1.83494890041159,-6.39900368699649,1.46599035813471
-6.08003224942468,-0.763723264633283,-0.950112023801186,-7.59118174013891,-1.25327148995199
-8.62439798423607,0.64657847353664,-0.535380183399488,-6.96457199520264,0.157030248217934
-7.97495699416586,-0.966385791151082,-1.76487576329922,-7.68263794248296,-1.45593401646979
-6.50473575924655,-0.349276335981526,-0.615754109866923,-7.40524038036937,-0.838824561300232
-9.69190337659455,-0.0180968678949265,-1.99641086268621,-7.25772326686029,-0.507645093213632
-9.63721590050833,-3.57357462287587,-5.50723299461434,-8.88910494749559,-4.06312284819457
-8.93045408570866,0.425760660423258,-0.966086463125589,-7.06152635316958,-0.0637875648954473
-9.1955402501039,-1.0729534467566,-2.65956702495048,-7.73086872268643,-1.56250167207531
-9.55956057136967,0.894730411510214,-0.976107082390575,-6.85614042254985,0.405182186191508
-7.52128349910207,1.49814386413442,0.912594244554188,-6.59482452072485,1.00859563881571
-8.90403471165592,-0.105169728595376,-1.47823769063135,-7.29641535036014,-0.594717953914081
-8.66008788655655,-2.61854386097257,-3.82408532128407,-8.44088828494655,-3.10809208629128
-7.63833284546485,-1.02532365741717,-1.66139151833869,-7.70930047052063,-1.51487188273588
-8.12977842558744,3.13105459714021,2.24934943835209,-5.90495687216712,2.64150637182151
-6.54421921625741,1.50669498089895,1.23140605619089,-6.59114574466717,1.01714675558024
-7.54532672369902,0.825960799115249,0.230283262474449,-6.88613382480662,0.336412573796544
-5.19661380614623,1.50407638427487,1.41827221785428,-6.5922729765728,1.01452815895617
-9.09527805677051,-0.492503439809623,-2.00413796592955,-7.46933185486941,-0.982051665128329
-8.93442031907171,-1.87529174899829,-3.26996852898487,-8.09702564823847,-2.364839974317
-9.14765215030257,-0.889515781733698,-2.44012521894165,-7.64790726576105,-1.3790640070524
-8.14704659593811,-1.04245736517917,-1.9337720722383,-7.71705692748912,-1.53200559049788
-8.28559911728276,-3.12434883257939,-4.09510931627932,-8.67739529904067,-3.61389705789809
-9.7260551352833,1.21435753959981,-0.792011324544061,-6.71730383365729,0.724809314281101
-8.71024523763943,-0.898591160056171,-2.13768477749792,-7.65200500846716,-1.38813938537488
-5.46781939259558,-0.0796955368983913,-0.188948999111431,-7.28508996409249,-0.569243762217097
-9.08412284886001,-1.30580693031075,-2.80919551491568,-7.83658550114508,-1.79535515562946
-7.19937708086318,-0.244812531897538,-0.706924443398963,-7.35860588980503,-0.734360757216244
-9.18117875149008,-1.85745660485265,-3.43323638850736,-8.08882889581862,-2.34700483017136
-9.48900807135543,1.07168287931311,-0.74270687005654,-6.77916182532933,0.582134653994402
-8.02865426631964,-1.26479200142953,-2.09154180674471,-7.81793165577976,-1.75434022674823
-10.6756595531371,0.21459304745777,-2.61282562866885,-7.15465080059981,-0.274955177860935
-8.77164164075253,-0.558046133540624,-1.83885033848571,-7.49872004689446,-1.04759435885933
-6.7230718939263,-0.5121436937839,-0.830595553329722,-7.47813462275924,-1.00169191910261
-10.123713512835,1.33365469644163,-1.00789906721346,-6.66572544016518,0.84410647112292
-8.74251111520126,0.0558783965233054,-1.20504859632242,-7.22490343593876,-0.4336698287954
-9.69161122909373,-1.03331703830201,-3.01139163924776,-7.71291879360915,-1.52286526362072
-6.25730760357034,-0.407862642559785,-0.624583905043901,-7.43143570468332,-0.897410867878491
-8.8725676618547,0.400634480020249,-0.950223589552452,-7.07258614134854,-0.0889137452984571
-7.80485858415631,1.33121646794914,0.617984622045386,-6.66677822201484,0.841668242630434
-5.79538602678676,1.77846926089759,1.63273819645655,-6.47457719224396,1.28892103557888
-8.67690554866301,0.528023984538992,-0.688714288864505,-7.01657129952566,0.0384757592202858
-10.1369988154362,-1.8367957174862,-4.18979151696121,-8.07933672409316,-2.3263439428049
-9.28835778887045,-0.923894882586534,-2.58125787476038,-7.66343394601225,-1.41344310790524
-9.27594696068143,-0.5305714449667,-2.17840231697138,-7.48639640157865,-1.02011967028541
-7.57752177240162,-1.1813119073001,-1.79075257472761,-7.78000774154893,-1.6708601326188
-7.00319577005589,-1.50721013814855,-1.90479351169478,-7.92838767665186,-1.99675836346726
-5.99071060381261,1.75787049092622,1.58524777477669,-6.48338795281066,1.26832226560751
-8.21974983163932,-3.88184736015965,-4.81433304842499,-9.03527416450911,-4.37139558547835
-6.61580989493481,1.27120070534384,0.979285025218881,-6.69271126307346,0.781652480025135
-8.56970437350048,0.778774629723865,-0.367523090986276,-6.90673862258305,0.289226404405159
-7.71671925908365,0.361239218288978,-0.310374154038135,-7.089938065545,-0.128309007029727
-8.07232675524175,0.320772366400328,-0.529433888157162,-7.10777637711503,-0.168775858918378
-8.77601957933693,0.384155169363004,-0.899649719357932,-7.07984289280922,-0.105393055955701
-7.3300714646112,-0.962952351201691,-1.47248430018745,-7.68108569195361,-1.4525005765204
-10.330580508212,-3.92567414725446,-6.44692993504848,-9.05611288332011,-4.41522237257316
-8.92201453968412,-0.935280168780306,-2.32111542924055,-7.6685780879024,-1.42482839409901
-9.48804474785784,0.659128046598746,-1.15449524888898,-6.9590750439038,0.16957982128004
-7.65442836076707,0.636368549241399,-0.00688547337529644,-6.96904519653061,0.146820323922693
-5.96322833233239,-1.25973182383151,-1.42831159641829,-7.81563270021881,-1.74928004915022
-8.97767154606131,-0.0629846515795984,-1.48868988188594,-7.27766150975042,-0.552532876898304
-7.78638347657823,-2.26733829184119,-2.9717016812079,-8.27785367614887,-2.75688651715989
-9.84796404240499,-0.291054047642383,-2.39857256385435,-7.37923705786655,-0.780602272961089
-7.26675338915369,0.229286282892884,-0.256819367313634,-7.14815829045429,-0.260261942425822
-10.7050605042628,-0.276561180161153,-3.13038255487103,-7.37276891311664,-0.766109405479859
-8.1257215021242,1.09902794118705,0.219570806644724,-6.76729156766607,0.609479715868349
-8.9678486801295,-1.27472804754704,-2.69335878414983,-7.82244934925933,-1.76427627286575
-7.62075915324208,-1.77882466327307,-2.40711264444986,-8.05272176879516,-2.26837288859177
-7.26807745462014,-0.836017307851954,-1.32260414044464,-7.62376564193255,-1.32556553317066
-5.5085733342554,-0.120681298639994,-0.233949250273729,-7.30331639686436,-0.6102295239587
-5.78509540653906,-1.41713526746866,-1.56156426572712,-7.88729062309158,-1.90668349278736
-6.92546707995415,-2.15079367613586,-2.52493453067595,-8.22396964020572,-2.64034190145457
-7.24451084274436,-1.16334504346528,-1.6414240771755,-7.77185330771956,-1.65289326878399
-8.34806883729352,-0.285342624795205,-1.29326739827553,-7.37668779269593,-0.774890850113911
-7.67350546892787,0.733074110441956,0.0812273895878361,-6.92671388645169,0.24352588512325
-6.66618692741752,0.209212509799562,-0.0949189253358438,-7.15702895798837,-0.280335715519144
-7.92007686231343,-2.41051014506191,-3.18078322823252,-8.34419779934006,-2.90005837038062
-11.1978380202726,-1.35243543995823,-4.65467418859465,-7.85780945786562,-1.84198366527694
-8.20598572789363,-0.233329366952596,-1.15793240627881,-7.35348533233878,-0.722877592271302
-6.9501242782062,0.616279921898866,0.234829845461253,-6.97784934547342,0.12673169658016
-10.1668374252222,-4.0120062363578,-6.39075192597426,-9.09720400404654,-4.50155446167651
-8.05573250310509,0.644106245458485,-0.197137424791716,-6.9656550361928,0.15455802013978
-5.73786750472457,0.236000222920162,0.0974100246535752,-7.1451931516206,-0.253548002398544
-8.48990610422799,-0.510757626001552,-1.60608546237346,-7.47751299202189,-1.00030585132026
-8.12232375180141,0.77006403102402,-0.107513061004166,-6.9105444739381,0.280515805705314
-9.06331920293865,1.35946007944746,-0.128602890141929,-6.65458571641668,0.869911854128751
-8.12181757722684,-1.84048764838523,-2.71778499953527,-8.08103262143066,-2.33003587370394
-7.13006277138014,1.15341334833904,0.714996567194906,-6.74370386972072,0.663865123020333
-7.99038427638009,1.47148107963609,0.664937935277252,-6.60630005555289,0.981932854317386
-9.45814586303082,1.40829911993622,-0.381593219430124,-6.63351976692827,0.918750894617515
-5.99474483475924,0.256062896220278,0.082839086983341,-7.13633211942103,-0.233485329098428
-6.12965301654932,-0.779486950979298,-0.973950753176796,-7.59828301043919,-1.269035176298
-8.16652878799262,-1.5790094856363,-2.48124391868461,-7.96119541741047,-2.068557710955
-7.84571817931917,-0.164987856528709,-0.898106521912117,-7.32303478345968,-0.654536081847415
-8.12857190622652,0.513388406481155,-0.367647905000489,-7.0229993585991,0.0238401811624495
-8.60138420193177,-0.695606036168609,-1.86248838761252,-7.56051913531969,-1.18515426148731
-7.31057777795843,-0.442046737859872,-0.944275087244505,-7.44673314257303,-0.931594963178578
-9.45385857988322,-0.517926211923085,-2.30442513313669,-7.48072661523512,-1.00747443724179
-7.82729946868131,0.313019358614492,-0.41108821178661,-7.1111956674613,-0.176528866704214
-8.35169453828533,-1.62809632013824,-2.63820343154786,-7.98364955980136,-2.11764454545694
-7.72857763530523,0.392675964590126,-0.284435019936633,-7.0760903970119,-0.09687226072858
-9.61701960419072,0.422286536757315,-1.49496580195312,-7.06305524512118,-0.0672616885613904
-7.97775535283683,0.877727616881344,0.0777808864914891,-6.86355203572592,0.388179391562638
-7.84102668147801,-0.91033129954561,-1.6411475115548,-7.65730700449452,-1.39987952486432
-7.36884334217889,-3.23932078487539,-3.76362256065315,-8.73143182192656,-3.7288690101941
-7.19679231386373,0.465695959962826,0.00448558233019851,-7.04395966162414,-0.0238522653558794
-9.27661808705587,-1.61608664872922,-3.26443246779544,-7.978154074569,-2.10563487404792
-7.42849800391584,-0.312929427821989,-0.860592597151443,-7.38900347695294,-0.802477653140695
-8.24394146244119,0.399424816351428,-0.547013871088993,-7.07311872186685,-0.0901234089672777
-7.40058879192588,-1.80048452259855,-2.33712163385873,-8.06266283373815,-2.29003274791726
-8.52077780713977,-1.8361760441499,-2.95107197173098,-8.07905205164473,-2.3257242694686
-9.23290390458842,-0.772332745211517,-2.38727565524405,-7.5950589288782,-1.26188097053022
-7.33330444252301,-2.8504136889651,-3.36116494973125,-8.5490595468671,-3.3399619142838
-9.00703910977694,-0.637006917484166,-2.08395869409895,-7.53417358817879,-1.12655514280287
-8.99674811810033,-1.4165965579585,-2.85608692048302,-7.88704314247874,-1.90614478327721
-11.3129347956033,-0.834404809217756,-4.24272742961135,-7.62303833041209,-1.32395303453646
-6.96979724641792,0.16374600060797,-0.223620348986522,-7.17713335527134,-0.325802224710735
-5.39468029233535,0.871375454244427,0.768988877443946,-6.86632264900188,0.381827228925722
-9.52396979971203,-0.653189410568037,-2.49547505373144,-7.54144615487741,-1.14273763588674
-10.0576911869193,-0.477555651920295,-2.76246349358258,-7.46263472026253,-0.967103877239001
-9.71925950014017,-0.842644286913335,-2.84342068721572,-7.62675475482607,-1.33219251223204
-8.60994683481892,2.48416867114492,1.31168907928484,-6.17516517214418,1.99462044582622
-6.11295518963595,0.0869378622333893,-0.104773535215341,-7.21113861387568,-0.402610363085317
-6.95193204676776,-0.843219195747991,-1.22520988303734,-7.62701427396066,-1.3327674210667
-9.09497860091757,-0.72414528883813,-2.23555821056106,-7.57336070452317,-1.21369351415684
-8.58165671356614,1.61247880389869,0.458437966698835,-6.54569062059018,1.12293057857999
-10.7561803985342,1.6628949535761,-1.23693880096904,-6.52406391915265,1.17334672825739
-7.71539847780652,0.434437124483303,-0.236565880201968,-7.05770852246875,-0.0551111008354027
-8.25309724852797,-0.0283192030167513,-0.980071608386999,-7.26226223246307,-0.517867428335457
-8.9275679240412,0.101832287030243,-1.28795752057807,-7.20453979358133,-0.387715938288462
-8.68042210947274,-1.83407549934427,-3.0531619464255,-8.07808720852466,-2.32362372466298
